Num_Orden;Fecha;Hora_Cobro;Mesa;Propina;Mesero_Fk;Cliente:Fk
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1485;2014-04-09;17:31;7;0.08;7;2
1486;2014-02-21;23:45;5;0.15;2;2
1486;2014-02-21;23:45;5;0.15;2;2
1486;2014-02-21;23:45;5;0.15;2;2
1486;2014-02-21;23:45;5;0.15;2;2
1486;2014-02-21;23:45;5;0.15;2;2
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1487;2014-10-22;22:04;10;0.12;3;1
1488;2014-11-14;18:28;5;0.2;5;1
1488;2014-11-14;18:28;5;0.2;5;1
1488;2014-11-14;18:28;5;0.2;5;1
1488;2014-11-14;18:28;5;0.2;5;1
1488;2014-11-14;18:28;5;0.2;5;1
1489;2014-10-27;20:09;2;0.11;3;1
1489;2014-10-27;20:09;2;0.11;3;1
1489;2014-10-27;20:09;2;0.11;3;1
1489;2014-10-27;20:09;2;0.11;3;1
1489;2014-10-27;20:09;2;0.11;3;1
1489;2014-10-27;20:09;2;0.11;3;1
1489;2014-10-27;20:09;2;0.11;3;1
1489;2014-10-27;20:09;2;0.11;3;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1490;2014-08-08;13:26;1;0.06;9;1
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1491;2014-03-13;19:26;14;0.16;1;2
1492;2015-01-23;21:07;3;0.2;5;1
1492;2015-01-23;21:07;3;0.2;5;1
1492;2015-01-23;21:07;3;0.2;5;1
1492;2015-01-23;21:07;3;0.2;5;1
1492;2015-01-23;21:07;3;0.2;5;1
1492;2015-01-23;21:07;3;0.2;5;1
1493;2014-02-03;14:24;8;0.16;8;1
1493;2014-02-03;14:24;8;0.16;8;1
1493;2014-02-03;14:24;8;0.16;8;1
1493;2014-02-03;14:24;8;0.16;8;1
1493;2014-02-03;14:24;8;0.16;8;1
1493;2014-02-03;14:24;8;0.16;8;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1494;2014-04-05;16:04;15;0.09;3;1
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1495;2014-11-20;22:04;3;0.1;3;2
1496;2014-08-30;16:33;5;0.05;3;1
1496;2014-08-30;16:33;5;0.05;3;1
1496;2014-08-30;16:33;5;0.05;3;1
1496;2014-08-30;16:33;5;0.05;3;1
1496;2014-08-30;16:33;5;0.05;3;1
1496;2014-08-30;16:33;5;0.05;3;1
1496;2014-08-30;16:33;5;0.05;3;1
1496;2014-08-30;16:33;5;0.05;3;1
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1497;2014-02-06;16:33;3;0.05;1;2
1498;2014-02-12;22:19;13;0.07;3;1
1498;2014-02-12;22:19;13;0.07;3;1
1498;2014-02-12;22:19;13;0.07;3;1
1498;2014-02-12;22:19;13;0.07;3;1
1498;2014-02-12;22:19;13;0.07;3;1
1498;2014-02-12;22:19;13;0.07;3;1
1498;2014-02-12;22:19;13;0.07;3;1
1498;2014-02-12;22:19;13;0.07;3;1
1498;2014-02-12;22:19;13;0.07;3;1
1498;2014-02-12;22:19;13;0.07;3;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1499;2014-08-30;17:16;11;0.1;4;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1500;2014-08-18;16:19;10;0.06;8;1
1501;2015-01-10;0:00;5;0.2;5;1
1501;2015-01-10;0:00;5;0.2;5;1
1501;2015-01-10;0:00;5;0.2;5;1
1501;2015-01-10;0:00;5;0.2;5;1
1501;2015-01-10;0:00;5;0.2;5;1
1502;2014-04-20;14:09;14;0.09;4;2
1502;2014-04-20;14:09;14;0.09;4;2
1502;2014-04-20;14:09;14;0.09;4;2
1502;2014-04-20;14:09;14;0.09;4;2
1502;2014-04-20;14:09;14;0.09;4;2
1503;2014-12-14;15:07;10;0.09;1;1
1503;2014-12-14;15:07;10;0.09;1;1
1503;2014-12-14;15:07;10;0.09;1;1
1503;2014-12-14;15:07;10;0.09;1;1
1503;2014-12-14;15:07;10;0.09;1;1
1504;2014-07-11;15:21;15;0.06;6;2
1504;2014-07-11;15:21;15;0.06;6;2
1504;2014-07-11;15:21;15;0.06;6;2
1504;2014-07-11;15:21;15;0.06;6;2
1505;2014-03-31;14:09;3;0.16;7;1
1505;2014-03-31;14:09;3;0.16;7;1
1505;2014-03-31;14:09;3;0.16;7;1
1505;2014-03-31;14:09;3;0.16;7;1
1505;2014-03-31;14:09;3;0.16;7;1
1505;2014-03-31;14:09;3;0.16;7;1
1505;2014-03-31;14:09;3;0.16;7;1
1505;2014-03-31;14:09;3;0.16;7;1
1505;2014-03-31;14:09;3;0.16;7;1
1505;2014-03-31;14:09;3;0.16;7;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1506;2014-03-15;13:26;1;0.14;6;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1507;2014-03-14;19:12;8;0.13;3;1
1508;2015-01-05;16:48;13;0.17;6;2
1508;2015-01-05;16:48;13;0.17;6;2
1508;2015-01-05;16:48;13;0.17;6;2
1508;2015-01-05;16:48;13;0.17;6;2
1508;2015-01-05;16:48;13;0.17;6;2
1508;2015-01-05;16:48;13;0.17;6;2
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1509;2014-06-21;15:36;2;0.05;8;1
1510;2014-05-18;15:36;8;0.07;7;1
1510;2014-05-18;15:36;8;0.07;7;1
1510;2014-05-18;15:36;8;0.07;7;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1511;2014-09-22;19:12;10;0.13;3;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1512;2014-05-27;13:12;15;0.06;2;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1513;2015-01-23;22:19;12;0.2;5;1
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1514;2014-09-01;20:52;2;0.13;2;2
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1515;2014-11-12;15:07;14;0.05;7;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1516;2014-03-27;18:28;9;0.09;2;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1517;2014-06-08;18:28;12;0.17;9;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1518;2015-01-20;19:26;3;0.09;7;1
1519;2014-12-20;20:52;13;0.2;5;1
1519;2014-12-20;20:52;13;0.2;5;1
1519;2014-12-20;20:52;13;0.2;5;1
1519;2014-12-20;20:52;13;0.2;5;1
1519;2014-12-20;20:52;13;0.2;5;1
1519;2014-12-20;20:52;13;0.2;5;1
1519;2014-12-20;20:52;13;0.2;5;1
1519;2014-12-20;20:52;13;0.2;5;1
1519;2014-12-20;20:52;13;0.2;5;1
1520;2014-08-28;18:57;4;0.05;8;1
1520;2014-08-28;18:57;4;0.05;8;1
1520;2014-08-28;18:57;4;0.05;8;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1521;2015-01-19;14:38;2;0.12;9;1
1522;2014-10-20;17:02;11;0.17;3;1
1522;2014-10-20;17:02;11;0.17;3;1
1522;2014-10-20;17:02;11;0.17;3;1
1522;2014-10-20;17:02;11;0.17;3;1
1522;2014-10-20;17:02;11;0.17;3;1
1522;2014-10-20;17:02;11;0.17;3;1
1523;2014-09-10;14:38;6;0.12;1;1
1523;2014-09-10;14:38;6;0.12;1;1
1523;2014-09-10;14:38;6;0.12;1;1
1523;2014-09-10;14:38;6;0.12;1;1
1523;2014-09-10;14:38;6;0.12;1;1
1523;2014-09-10;14:38;6;0.12;1;1
1523;2014-09-10;14:38;6;0.12;1;1
1524;2015-01-08;14:52;5;0.13;4;1
1524;2015-01-08;14:52;5;0.13;4;1
1524;2015-01-08;14:52;5;0.13;4;1
1524;2015-01-08;14:52;5;0.13;4;1
1524;2015-01-08;14:52;5;0.13;4;1
1524;2015-01-08;14:52;5;0.13;4;1
1525;2014-04-24;19:40;4;0.12;2;2
1525;2014-04-24;19:40;4;0.12;2;2
1525;2014-04-24;19:40;4;0.12;2;2
1525;2014-04-24;19:40;4;0.12;2;2
1525;2014-04-24;19:40;4;0.12;2;2
1525;2014-04-24;19:40;4;0.12;2;2
1525;2014-04-24;19:40;4;0.12;2;2
1526;2014-12-15;19:40;3;0.17;6;1
1526;2014-12-15;19:40;3;0.17;6;1
1526;2014-12-15;19:40;3;0.17;6;1
1526;2014-12-15;19:40;3;0.17;6;1
1526;2014-12-15;19:40;3;0.17;6;1
1527;2015-01-07;13:40;6;0.11;9;2
1527;2015-01-07;13:40;6;0.11;9;2
1527;2015-01-07;13:40;6;0.11;9;2
1527;2015-01-07;13:40;6;0.11;9;2
1527;2015-01-07;13:40;6;0.11;9;2
1527;2015-01-07;13:40;6;0.11;9;2
1527;2015-01-07;13:40;6;0.11;9;2
1527;2015-01-07;13:40;6;0.11;9;2
1527;2015-01-07;13:40;6;0.11;9;2
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1528;2014-06-19;14:52;1;0.12;7;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1529;2015-01-29;15:21;2;0.1;9;1
1530;2014-12-21;18:14;2;0.08;8;1
1530;2014-12-21;18:14;2;0.08;8;1
1530;2014-12-21;18:14;2;0.08;8;1
1530;2014-12-21;18:14;2;0.08;8;1
1530;2014-12-21;18:14;2;0.08;8;1
1530;2014-12-21;18:14;2;0.08;8;1
1530;2014-12-21;18:14;2;0.08;8;1
1531;2014-10-21;17:45;8;0.05;2;2
1531;2014-10-21;17:45;8;0.05;2;2
1531;2014-10-21;17:45;8;0.05;2;2
1531;2014-10-21;17:45;8;0.05;2;2
1531;2014-10-21;17:45;8;0.05;2;2
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1532;2014-05-18;20:24;9;0.08;6;1
1533;2014-02-10;18:28;1;0.12;3;1
1533;2014-02-10;18:28;1;0.12;3;1
1533;2014-02-10;18:28;1;0.12;3;1
1533;2014-02-10;18:28;1;0.12;3;1
1533;2014-02-10;18:28;1;0.12;3;1
1533;2014-02-10;18:28;1;0.12;3;1
1533;2014-02-10;18:28;1;0.12;3;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1534;2014-06-15;23:45;7;0.12;2;1
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1535;2014-11-25;22:48;2;0.05;1;2
1536;2015-01-29;16:04;1;0.1;8;2
1536;2015-01-29;16:04;1;0.1;8;2
1536;2015-01-29;16:04;1;0.1;8;2
1537;2014-10-06;21:07;13;0.09;1;2
1537;2014-10-06;21:07;13;0.09;1;2
1537;2014-10-06;21:07;13;0.09;1;2
1537;2014-10-06;21:07;13;0.09;1;2
1538;2014-11-01;23:16;8;0.2;5;1
1538;2014-11-01;23:16;8;0.2;5;1
1538;2014-11-01;23:16;8;0.2;5;1
1538;2014-11-01;23:16;8;0.2;5;1
1538;2014-11-01;23:16;8;0.2;5;1
1538;2014-11-01;23:16;8;0.2;5;1
1538;2014-11-01;23:16;8;0.2;5;1
1538;2014-11-01;23:16;8;0.2;5;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1539;2014-07-24;18:43;9;0.17;9;1
1540;2014-03-18;22:04;7;0.12;7;2
1540;2014-03-18;22:04;7;0.12;7;2
